player_name,player_url,year,team_name,team_url,age,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
Sean Burke,/players/b/burkese01.html,1996,HAR,/teams/HAR/1996.html,29,66,,28,28,6,190,2034,1844,.907,3.11,4,3669,,,,92,16.61,0,6,6,16
Jim Carey,/players/c/careyji01.html,1996,WSH,/teams/WSH/1996.html,21,71,,35,24,9,153,1631,1478,.906,2.26,9,4069,,,,92,12.68,0,1,1,6
Jon Casey,/players/c/caseyjo01.html,1996,STL,/teams/STL/1996.html,33,9,,2,3,0,25,180,155,.861,3.80,0,395,,,,,,0,0,0,0
Tim Cheveldae,/players/c/cheveti01.html,1996,WIN,/teams/WIN/1996.html,27,30,,8,18,3,111,948,837,.883,3.93,0,1695,,,,115,-14.70,0,0,0,0
Byron Dafoe,/players/d/dafoeby01.html,1996,LAK,/teams/LAK/1996.html,24,47,,14,24,8,172,1539,1367,.888,3.87,1,2666,,,,110,-15.67,0,0,0,6
Tom Draper,/players/d/drapeto01.html,1996,WIN,/teams/WIN/1996.html,29,1,,0,0,0,3,14,11,.786,5.29,0,34,,,,,,0,0,0,0
Manny Fernandez,/players/f/fernama01.html,1996,DAL,/teams/DAL/1996.html,21,5,,0,1,1,19,121,102,.843,4.58,0,249,,,,,,0,0,0,0
Eric Fichaud,/players/f/fichaer01.html,1996,NYI,/teams/NYI/1996.html,20,24,,7,12,2,68,659,591,.897,3.31,1,1234,,,,102,-1.06,0,1,1,0
Stephane Fiset,/players/f/fisetst01.html,1996,COL,/teams/COL/1996.html,25,37,,22,6,7,103,1012,909,.898,2.93,1,2107,,,,100,-0.20,0,1,1,2
Mark Fitzpatrick,/players/f/fitzpma01.html,1996,FLA,/teams/FLA/1996.html,27,34,,15,11,3,88,810,722,.891,2.96,0,1786,,,,107,-5.72,0,0,0,12
Wade Flaherty,/players/f/flahewa01.html,1996,SJS,/teams/SJS/1996.html,28,24,,3,12,1,92,689,597,.866,4.85,0,1137,,,,131,-22.01,0,0,0,0
Grant Fuhr,/players/f/fuhrgr01.html,1996,STL,/teams/STL/1996.html,33,79,,30,28,16,209,2157,1948,.903,2.87,3,4365,,,,95,10.11,0,1,1,8
Joaquin Gage,/players/g/gagejo02.html,1996,EDM,/teams/EDM/1996.html,22,16,,2,8,1,45,350,305,.871,3.77,0,717,,,,127,-9.45,0,0,0,4
Jeff Hackett,/players/h/hackeje01.html,1996,CHI,/teams/CHI/1996.html,27,35,,18,11,4,80,948,868,.916,2.40,4,2000,,,,83,16.30,0,1,1,8
Dominik Hasek,/players/h/hasekdo01.html,1996,BUF,/teams/BUF/1996.html,31,59,,22,30,6,161,2011,1850,.920,2.83,2,3417,,,,79,43.28,0,1,1,6
Glenn Healy,/players/h/healygl01.html,1996,NYR,/teams/NYR/1996.html,33,44,,17,14,11,124,1237,1113,.900,2.90,2,2564,,,,99,1.65,0,1,1,8
Guy Hebert,/players/h/hebergu01.html,1996,MDA,/teams/MDA/1996.html,29,59,,28,23,5,157,1820,1663,.914,2.83,4,3326,,,,85,27.87,0,0,0,6
Ron Hextall,/players/h/hextaro01.html,1996,PHI,/teams/PHI/1996.html,31,53,,31,13,7,112,1292,1180,.913,2.17,4,3102,,,,85,19.24,0,1,1,28
Corey Hirsch,/players/h/hirscco01.html,1996,VAN,/teams/VAN/1996.html,23,41,,17,14,6,114,1173,1059,.903,2.93,1,2338,,,,96,5.15,0,2,2,2
Kevin Hodson,/players/h/hodsoke01.html,1996,DET,/teams/DET/1996.html,23,4,,2,0,0,3,67,64,.955,1.10,1,163,,,,,,0,0,0,0
Kelly Hrudey,/players/h/hrudeke01.html,1996,LAK,/teams/LAK/1996.html,35,36,,7,15,10,113,1214,1101,.907,3.26,0,2077,,,,92,10.32,0,0,0,4
Arturs Irbe,/players/i/irbear01.html,1996,SJS,/teams/SJS/1996.html,28,22,,4,12,4,85,607,522,.860,4.59,0,1112,,,,138,-23.34,0,0,0,4
Pat Jablonski,/players/j/jablopa01.html,1996,,,28,24,,5,9,6,63,681,618,.907,2.97,0,1272,,,,91,6.18,0,1,1,2
Curtis Joseph,/players/j/josepcu01.html,1996,EDM,/teams/EDM/1996.html,28,34,,15,16,2,111,971,860,.886,3.44,0,1936,,,,113,-12.37,0,1,1,4
Nikolai Khabibulin,/players/k/khabini01.html,1996,WIN,/teams/WIN/1996.html,23,53,,26,20,3,152,1656,1504,.908,3.13,2,2914,,,,90,16.21,0,0,0,12
Trevor Kidd,/players/k/kiddtr01.html,1996,CGY,/teams/CGY/1996.html,23,47,,15,21,8,119,1130,1011,.895,2.78,3,2570,,,,104,-4.22,0,2,2,4
Olaf Kolzig,/players/k/kolziol01.html,1996,WSH,/teams/WSH/1996.html,25,18,,4,8,2,46,406,360,.887,3.08,0,897,,,,112,-4.76,0,0,0,2
Patrick Labrecque,/players/l/labrepa01.html,1996,MTL,/teams/MTL/1996.html,24,2,,0,1,0,7,47,40,.851,4.29,0,98,,,,,,0,0,0,2
